company,ticker,sector,fiscal_year,is_fraud_case,label,revenue,cogs,sga,depreciation,net_income,receivables,current_assets,ppe_net,total_assets,current_liabilities,long_term_debt,total_liabilities,cfo,related_party_pct_revenue,auditor_changed,promoter_pledge_pct,results_filing_delay_days
Manpasand Beverages,MANPASAND,FMCG Beverages,2014,1,0,3676060546.2938747,2327343504.8750873,325851122.6917793,133458226.12131263,665628601.4440669,757379317.5515119,1196384687.939874,2205636327.7763247,3956520435.344681,425156535.3582516,749877571.8927478,1175034107.2509995,653143038.1438057,0.03401186275033896,0,0.059065710893070986,0
Manpasand Beverages,MANPASAND,FMCG Beverages,2015,1,0,4176261831.535484,2820092583.8691397,578090753.8494378,138958002.95260206,458425115.1415794,590607853.0337299,935717974.4517796,2480618509.1863885,3837872076.1260834,520942608.6329516,751561127.4786147,1272503736.1115663,419367746.25570756,0.0,0,0.0,5
Manpasand Beverages,MANPASAND,FMCG Beverages,2016,1,0,4634181475.9636345,3336326958.112635,589522722.5753157,106802000.98648974,452311470.758966,768351032.8074844,1447330892.9780211,2786746138.260162,5140028011.339523,527688162.64892083,875547183.9116218,1403235346.5605426,417916077.7843262,0.02509898248476536,0,0.044738793287456446,0
Manpasand Beverages,MANPASAND,FMCG Beverages,2017,1,1,5310607921.159694,3477560212.416564,637190280.9031161,214637026.50519782,681549236.9525138,936464550.3444848,1528621682.3824215,3132302116.4398723,5236940774.713557,539230506.95871,1212910956.4894385,1752141463.4481485,429409593.4979001,0.036191784562262255,0,0.0,0
Manpasand Beverages,MANPASAND,FMCG Beverages,2018,1,1,5750289846.22425,4117391765.474435,573847101.1107103,148653274.2311888,588826521.1092182,902297842.7776499,1486359088.6348305,3512650911.955407,5738526624.521604,622441202.3857322,974708964.9704335,1597150167.3561656,524411254.8301829,0.0574757152610885,1,0.09196846697894906,9
FMCG Beverages Peer 1 (matched to Manpasand Beverages),MANPASAND_PEER1,FMCG Beverages,2014,0,0,702031282.0703709,459485750.6947026,80580557.10378012,24009198.178717446,95444395.97086723,131474316.97455111,198354607.2199154,421218769.24222255,687374053.0721631,72965760.41718094,156418555.2433094,229384315.66049033,93692106.39294364,0.004329417497645618,0,0.013782874029589949,0
FMCG Beverages Peer 1 (matched to Manpasand Beverages),MANPASAND_PEER1,FMCG Beverages,2015,0,0,752312791.2744284,534867377.40632,69575187.10506642,20205725.626705,82160976.06654106,132544292.84292243,205581670.51592928,471470971.88321066,781051464.4966391,92382871.9480774,124320933.72184397,216703805.66992137,70514939.80278996,0.010597787910742831,0,0.018259341801427166,0
FMCG Beverages Peer 1 (matched to Manpasand Beverages),MANPASAND_PEER1,FMCG Beverages,2016,0,0,857613197.9805864,596159706.0850735,115429859.60987446,18922813.693131916,86588250.63119109,143075758.7957211,228615149.4279548,528495760.9387363,848354112.2524458,81260749.2838831,170918903.0177233,252179652.3016064,89385265.30951245,0.0,0,0.067286328990079,5
FMCG Beverages Peer 1 (matched to Manpasand Beverages),MANPASAND_PEER1,FMCG Beverages,2017,0,0,894066983.6660107,629951350.0730836,117126395.76047868,23679055.24764466,83114970.76630229,101130718.37784854,207395332.26854867,589053982.9501989,904139819.4499419,99142589.91275938,118151081.4625142,217293671.3752736,69584054.9757321,0.018261622999053838,0,0.01352114029321768,3
FMCG Beverages Peer 1 (matched to Manpasand Beverages),MANPASAND_PEER1,FMCG Beverages,2018,0,0,959145594.1509303,658380408.9832021,121252301.79125425,29918632.311427627,113525343.3727829,152409484.36647287,270052332.7993853,654682882.1462513,1104993387.6709273,87823904.49425572,203741142.65254706,291565047.1468028,120183569.30415581,0.025080791051990653,0,0.05976315157398864,1
FMCG Beverages Peer 2 (matched to Manpasand Beverages),MANPASAND_PEER2,FMCG Beverages,2014,0,0,3270066239.5669527,2355566532.0970116,427209914.7602662,145750852.38011822,201900972.73533818,473493159.4417905,838262676.9061786,1962039743.7401714,3295379737.233262,442234260.26901776,852762975.107226,1294997235.3762438,194913924.9667486,0.031320522884141784,0,0.0,6
FMCG Beverages Peer 2 (matched to Manpasand Beverages),MANPASAND_PEER2,FMCG Beverages,2015,0,0,3667473343.0317693,2525965426.80088,519156036.6669996,87654891.41086656,341383444.266925,585546014.7857497,973056279.1044521,2204274603.203965,3846774797.0479164,310618832.14478564,956658092.5079204,1267276924.6527061,324540456.6093024,0.017962181388754522,0,0.0,3
FMCG Beverages Peer 2 (matched to Manpasand Beverages),MANPASAND_PEER2,FMCG Beverages,2016,0,0,4033872395.7312016,3115856767.629603,536375461.5576095,90921349.16581632,198465856.8739405,739774936.2794604,1128748732.7597842,2472096461.086644,4121924061.787566,443193274.87011933,1086721117.9757447,1529914392.845864,197057495.03243414,0.01614370018476839,0,0.03817767900177433,0
FMCG Beverages Peer 2 (matched to Manpasand Beverages),MANPASAND_PEER2,FMCG Beverages,2017,0,0,4470728090.298454,3077406787.5458217,379134220.4729631,150927230.598942,592568391.9857421,616948355.9843267,1054841679.1296895,2769795759.434166,4736436312.277272,643014953.4626424,782409060.3480498,1425424013.8106923,573557253.8975298,0.02001999356415087,0,0.06409779336970786,0
FMCG Beverages Peer 2 (matched to Manpasand Beverages),MANPASAND_PEER2,FMCG Beverages,2018,0,0,4976563917.962869,3496930003.3705597,438131474.3592052,152659170.0140725,624413316.1004628,635502147.118898,1231548378.923649,3101717828.1153345,5134173259.271484,524926459.3732448,954802086.3195161,1479728545.692761,518229613.6425189,0.009745898722220956,0,0.02310943268214303,5
FMCG Beverages Peer 3 (matched to Manpasand Beverages),MANPASAND_PEER3,FMCG Beverages,2014,0,0,504276839.8195277,339785921.17531884,55119361.347613186,11163357.312395014,59995639.647249855,82483808.26615702,120314051.95293778,302566103.8917166,504727494.38527,55815698.81307988,160871959.58433855,216687658.39741844,48655433.77211823,0.02203633178709801,0,0.0,0
FMCG Beverages Peer 3 (matched to Manpasand Beverages),MANPASAND_PEER3,FMCG Beverages,2015,0,0,572661089.0370997,398433199.4375423,42086336.605427824,17857938.180874288,88586415.2452041,94601411.2503087,163606175.61327747,340276141.4603231,586964786.7328584,62065464.7994192,50604100.70303466,112669565.50245386,88699740.08587551,0.018868315902711028,0,0.0,2
FMCG Beverages Peer 3 (matched to Manpasand Beverages),MANPASAND_PEER3,FMCG Beverages,2016,0,0,623322899.1120995,447240669.34324604,68211145.73318155,20589262.779021516,53510815.73461166,102814443.91562589,189119061.75727898,381650570.65973777,685349248.4344752,76015523.96479541,104840265.87071137,180855789.8355068,48569531.51770101,0.020732753145856965,0,0.05187616161697992,1
FMCG Beverages Peer 3 (matched to Manpasand Beverages),MANPASAND_PEER3,FMCG Beverages,2017,0,0,698070473.7127491,489295029.63029945,80775478.15784846,15909100.316022798,73326981.80458647,92587400.36826165,159747985.62483484,428003611.4651674,675294787.7453662,85323065.78549103,121936859.47310708,207259925.25859812,78327258.18554185,0.02506583154190254,0,0.0,4
FMCG Beverages Peer 3 (matched to Manpasand Beverages),MANPASAND_PEER3,FMCG Beverages,2018,0,0,770910064.8146565,557552652.751853,83612961.57662927,24336933.150093958,69085418.05502574,111404058.33592714,178952022.27789247,479389223.0498553,758797667.2073175,83788075.69463749,193462732.84964663,277250808.5442841,69106399.53751594,0.03709943954012071,0,0.16338221019496274,0
Ricoh India,RICOH,Office Equipment/IT Services,2011,1,0,799795231.2048392,585095494.5822638,93667468.58702363,19128228.99242246,73585553.47548959,172908834.273258,245668054.76731515,479877138.72290355,847242459.1679808,75255273.70219745,241722160.6697104,316977434.37190783,76496601.97876069,0.022969158707361124,0,0.0,2
Ricoh India,RICOH,Office Equipment/IT Services,2012,1,0,850143930.46965,623702085.2451091,126881520.68500248,28943977.863354456,48356093.55121972,119302126.3674671,216010438.4472835,536780649.4080732,911246448.6923261,120876351.31836204,109713480.0102385,230589831.32860053,47104840.1983652,0.030155152164829294,0,0.0,1
Ricoh India,RICOH,Office Equipment/IT Services,2013,1,0,917216684.430415,634516494.6023018,104548676.22550555,19022331.752714567,105616439.96862286,144038379.9097678,225423540.50081608,598744903.1118362,949560802.126459,109337616.83874273,210919037.90527102,320256654.7440138,97763420.29626425,0.01590351071631998,0,0.05461770191272291,0
Ricoh India,RICOH,Office Equipment/IT Services,2014,1,1,1005124761.6757739,682982861.3814325,118706602.29628184,29595349.559851296,120954949.8737998,125614163.61334576,225647499.01202554,666456931.8091307,1082772441.9712026,122785735.34550679,191462511.8249782,314248247.170485,87815027.97885247,0.010448612010194303,0,0.07419911469757635,1
Ricoh India,RICOH,Office Equipment/IT Services,2015,1,1,1163246349.2705226,747869320.8192562,89805296.65755019,24715104.607206833,210267013.81650776,196431049.9997314,310995589.17642474,739569061.6080002,1330107993.0269384,137579433.6716688,226278189.75150663,363857623.42317545,60519018.001046486,0.12422663988261702,1,0.13194324115105582,0
Office Equipment/IT Services Peer 1 (matched to Ricoh India),RICOH_PEER1,Office Equipment/IT Services,2011,0,0,3298922947.941251,2522622680.299623,378293199.32889545,89374520.5573124,185935378.83113086,498139319.29805654,757056213.2941749,1979353768.7647505,3176363675.1922455,466553776.3071207,731030085.367225,1197583861.6743457,174704494.289363,0.026191050184648526,0,0.0,2
Office Equipment/IT Services Peer 1 (matched to Ricoh India),RICOH_PEER1,Office Equipment/IT Services,2012,0,0,3733438370.3830996,2596906294.024596,412930491.4732525,120131935.41232596,386810966.47602737,638556753.5146441,794079857.9302218,2225406300.346848,3712819903.4136505,220449637.2796309,628200026.5045618,848649663.7841927,399199687.280669,0.016827132747475593,0,0.0,0
Office Equipment/IT Services Peer 1 (matched to Ricoh India),RICOH_PEER1,Office Equipment/IT Services,2013,0,0,4297114788.460514,2875598395.856277,350515263.928973,153170465.43373644,621596131.1987396,637424118.14236,979713001.8018141,2507024228.780279,4242972522.4735613,578600302.0714943,483876831.8576844,1062477133.9291787,570446620.6824889,0.011368143376557229,0,0.11467549842296852,0
Office Equipment/IT Services Peer 1 (matched to Ricoh India),RICOH_PEER1,Office Equipment/IT Services,2014,0,0,4635180864.559142,3021549843.7392545,553135160.9571092,112126545.30514492,612775831.2163678,623467201.7967182,1095776081.1660018,2813993998.871645,4434298889.8056755,354093869.1776047,802679830.3027656,1156773699.4803703,493757303.3096657,0.012478391319324798,0,0.00454485556983221,0
Office Equipment/IT Services Peer 1 (matched to Ricoh India),RICOH_PEER1,Office Equipment/IT Services,2015,0,0,4934257087.907094,3157781970.5351124,597677834.0517793,154081330.83872348,605791664.0762622,810728304.6218139,1203048232.4063883,3145126673.233149,5222731934.482412,473422567.4771748,969765708.7596134,1443188276.2367883,547100065.0152158,0.02164320659381916,0,0.017975496407228703,1
Office Equipment/IT Services Peer 2 (matched to Ricoh India),RICOH_PEER2,Office Equipment/IT Services,2011,0,0,864953495.2132567,616637239.8514274,117573890.29138133,24928676.58900744,70330669.60377374,140882357.19598934,240695514.92655998,518972097.127954,840285485.9480072,107553042.97810823,234233059.1498796,341786102.12798786,69563606.88679096,0.021706250785397927,0,0.021977526559846222,2
Office Equipment/IT Services Peer 2 (matched to Ricoh India),RICOH_PEER2,Office Equipment/IT Services,2012,0,0,934689929.3828177,661350967.8218545,97469903.12266003,26685978.788694497,102924249.78606974,134477918.74048248,202518794.82623485,581275756.5109335,934954243.1558849,122356954.75031413,197820444.39669245,320177399.1470066,105725193.20714617,0.020878676370807276,0,0.06960054686828784,2
Office Equipment/IT Services Peer 2 (matched to Ricoh India),RICOH_PEER2,Office Equipment/IT Services,2013,0,0,1055642315.7625118,741848626.5762657,115469918.21341999,43356035.44680634,101876169.1618603,178065953.2238129,288947548.36400473,651496144.9943871,1054301318.6482795,150380011.34157902,205894790.479561,356274801.82114005,87728168.36909787,0.03188784114353874,0,0.0812837785798077,0
Office Equipment/IT Services Peer 2 (matched to Ricoh India),RICOH_PEER2,Office Equipment/IT Services,2014,0,0,1181829084.738958,764270568.2318035,157391207.98636797,35394622.21218353,170717314.32775322,188428865.65929618,291004536.4977661,730132483.5811666,1219040815.9540138,153084755.14180237,244702947.67627642,397787702.81807876,151392300.71633744,0.02129929854166074,0,0.046510060711893106,0
Office Equipment/IT Services Peer 2 (matched to Ricoh India),RICOH_PEER2,Office Equipment/IT Services,2015,0,0,1307641222.5476968,973086930.8567785,171697303.80959898,22217554.590297114,97079255.64308722,243436939.45591795,361295474.26455975,817418519.2159865,1400731239.1879585,146536528.69367784,288112777.4369911,434649306.13066894,97947816.21712111,0.0153744428367542,0,0.0998277442249202,0
Office Equipment/IT Services Peer 3 (matched to Ricoh India),RICOH_PEER3,Office Equipment/IT Services,2011,0,0,1274859084.3004754,945147987.5609711,127630347.197979,42455628.55712924,112519132.70057203,175345213.58140647,322384076.7185234,764915450.5802852,1231688609.6026604,182533038.1828457,422311439.84165007,604844478.0244958,110191797.28069231,0.025831081356577433,0,0.025357011555222034,0
Office Equipment/IT Services Peer 3 (matched to Ricoh India),RICOH_PEER3,Office Equipment/IT Services,2012,0,0,1462143008.8588302,1049937963.2899358,143497778.3393072,33285652.13980516,180360736.22657973,245046032.24831805,382223635.3171468,860970064.5406353,1454932283.8477507,203663381.79758474,288634040.8717359,492297422.6693206,179000007.36510062,0.01803995702154984,0,0.03289235546339764,0
Office Equipment/IT Services Peer 3 (matched to Ricoh India),RICOH_PEER3,Office Equipment/IT Services,2013,0,0,1661581508.0015397,1261692793.6859758,190697652.59999153,50316814.53344226,97817841.01582678,267639326.57370046,362149816.69442374,969878241.8769314,1535648658.4203658,212923824.05433592,336849042.61039644,549772866.6647323,83898949.80052832,0.02158448050499735,0,0.10112036126802361,4
Office Equipment/IT Services Peer 3 (matched to Ricoh India),RICOH_PEER3,Office Equipment/IT Services,2014,0,0,1971728648.6132228,1385846385.511087,218152991.75650862,52947376.71035139,221414748.2325959,340296861.98578846,542670114.3537676,1097561021.5639005,1984421843.330205,240337653.9771385,474742040.09136367,715079694.0685022,225769051.17744136,0.011954733697751865,0,0.0,6
Office Equipment/IT Services Peer 3 (matched to Ricoh India),RICOH_PEER3,Office Equipment/IT Services,2015,0,0,2128406993.0239115,1473496667.9986794,182426363.77457318,56255717.742531754,299098999.63163507,318747616.7690942,591221251.0292947,1236908201.862013,2080518903.262874,221432935.39985126,438093458.51417613,659526393.9140275,293486824.01633763,0.024963430343407315,0,0.09556190222844735,2
Kingfisher Airlines,KFAIRLINES,Aviation,2007,1,0,1753119544.776486,1186553042.269804,229839080.2774934,52981174.80327333,181468125.1535315,279516756.6381963,461602119.1810712,1051871726.8658915,1892490857.023189,192009619.47152779,418457076.79043955,610466696.2619673,187906063.54709408,0.02098001914099383,0,0.16689225595860827,0
Kingfisher Airlines,KFAIRLINES,Aviation,2008,1,0,1927785701.954207,1330706754.2995634,200535758.36163342,54445249.267163806,236884588.11503926,320748641.48463506,562073283.7533703,1179817163.7695787,2025566119.7778141,218527289.38524914,678968255.0400081,897495544.4252572,232511464.5658886,0.012805184540214523,0,0.015286811887596556,0
Kingfisher Airlines,KFAIRLINES,Aviation,2009,1,1,2191243687.4029975,1438238860.7804132,237007081.46825224,63200386.12701059,291931215.7072197,344873936.08769,489017031.84264904,1322445522.9261577,2157741706.1215296,283138495.9172552,504018634.8293603,787157130.7466155,219218439.3029263,0.017355488976248022,0,0.012806953645218291,0
Kingfisher Airlines,KFAIRLINES,Aviation,2010,1,1,2503067010.814366,1809730509.1708498,265558034.46461397,71665408.28200918,246280043.95612317,435997115.1365556,691766459.135195,1481609707.864807,2637836601.416221,239022509.5558914,492867057.49636054,731889567.0522519,71291960.26200682,0.009136691582873077,1,0.33773500984507826,14
Kingfisher Airlines,KFAIRLINES,Aviation,2011,1,0,2673257989.3438725,1849042598.9005864,346725932.9070493,65794742.523303285,253461756.6098126,378347284.30093515,589858446.645688,1659720898.5679448,2647432398.509707,315968806.9284785,410020231.4507524,725989038.3792309,234604744.96060428,0.03229375717650104,0,0.009700319558410123,0
Aviation Peer 1 (matched to Kingfisher Airlines),KFAIRLINES_PEER1,Aviation,2007,0,0,1438225396.0692823,1009118096.5591264,206117031.59151515,35692569.27525251,126570916.11266847,161620080.10321125,335178970.1268369,862935237.6415694,1362829103.9024801,182136734.52972022,289375169.5670886,471511904.0968088,131224537.76070802,0.025509243808935406,0,0.0,0
Aviation Peer 1 (matched to Kingfisher Airlines),KFAIRLINES_PEER1,Aviation,2008,0,0,1624751546.483134,1130589612.6087346,188634308.1478515,52622540.253440276,181957198.93327624,252997376.5515424,355475752.9169149,970060872.0949731,1547048041.0802302,208500081.42987782,225060893.91806927,433560975.3479471,182048537.51863495,0.029083932972673046,0,0.05634334881479213,0
Aviation Peer 1 (matched to Kingfisher Airlines),KFAIRLINES_PEER1,Aviation,2009,0,0,1763146673.055459,1301806388.4764078,278090163.5598837,48076268.73427848,78508005.40595944,282574425.02481174,497852535.2709594,1087320031.9105952,1864294131.1434796,227747741.0748885,406696626.73194504,634444367.8068335,78963278.42869245,0.04277430448556098,0,0.0985503167979594,0
Aviation Peer 1 (matched to Kingfisher Airlines),KFAIRLINES_PEER1,Aviation,2010,0,0,1845509106.6634693,1267126837.843129,263593355.8519303,66463249.65517386,163564602.78345653,329524598.00634646,609027595.8122575,1212215088.2010865,2056544998.985063,202732845.11015072,379831619.8867934,582564464.9969441,148971733.34454414,0.01109979250236397,0,0.0,0
Aviation Peer 1 (matched to Kingfisher Airlines),KFAIRLINES_PEER1,Aviation,2011,0,0,1993546740.9827833,1373392742.0028343,219560392.86413756,79097766.48440279,218832184.3563499,329390554.79372936,561694860.8792489,1348258877.8962584,2225686182.6166615,293800331.75870734,451362408.4560443,745162740.2147517,216575949.39897144,0.02366332933650044,0,0.03558572709363406,3
Aviation Peer 2 (matched to Kingfisher Airlines),KFAIRLINES_PEER2,Aviation,2007,0,0,1656349934.946487,1158862759.8307226,119807477.73166606,53969701.44866987,184199497.07420853,270630150.3019597,469381343.75226164,993809960.9678922,1666817443.2109063,147332079.14548883,355094986.43619204,502427065.5816809,174494343.2813073,0.015084591738428344,0,0.05423306403663819,10
Aviation Peer 2 (matched to Kingfisher Airlines),KFAIRLINES_PEER2,Aviation,2008,0,0,1820633549.4926198,1228862528.3613698,256691073.3787242,62301505.57686136,205667609.62234524,216482020.45975983,391678450.5946255,1114655937.27156,1823765618.2983036,183163003.2259603,348670615.82261366,531833619.048574,184002258.78504,0.035020292518431306,0,0.08747285077032818,3
Aviation Peer 2 (matched to Kingfisher Airlines),KFAIRLINES_PEER2,Aviation,2009,0,0,2051450914.207326,1397760102.4828935,244645809.4408471,63569912.508212015,214450473.57926437,334389827.71420354,552827921.2834113,1250668161.100073,2185636126.647026,310644475.6334568,608699495.7091451,919343971.3426019,186605819.32228902,0.016477349650502307,0,0.07401671479406899,9
Aviation Peer 2 (matched to Kingfisher Airlines),KFAIRLINES_PEER2,Aviation,2010,0,0,2380321385.9154058,1560531616.504486,338929066.3906038,66794341.75849023,263279962.78103203,328452870.8283502,555133906.5115299,1407204275.2288456,2311190137.428463,361471420.54229283,421249382.0670485,782720802.6093414,198739520.31741688,0.025044446476624682,0,0.015048907344803679,2
Aviation Peer 2 (matched to Kingfisher Airlines),KFAIRLINES_PEER2,Aviation,2011,0,0,2750723509.1657753,1932661476.1848912,315029140.7829221,93391747.36778797,247159752.30259994,477747744.8419776,719036547.1953444,1586956578.9439998,2585840179.4074345,366867039.09738696,662375196.9151107,1029242236.0124977,233912084.337402,0.0003915440153046748,0,0.0852984873349408,0
Aviation Peer 3 (matched to Kingfisher Airlines),KFAIRLINES_PEER3,Aviation,2007,0,0,2295919707.0582414,1651515307.4661217,302542674.00826806,63756893.82815295,202741076.4666133,335316446.3808194,525145848.1982781,1377551824.2349448,2133610051.8833032,288860365.4981911,388894432.6222535,677754798.1204445,154128704.64737198,0.014642851272305999,0,0.004948298537252399,6
Aviation Peer 3 (matched to Kingfisher Airlines),KFAIRLINES_PEER3,Aviation,2008,0,0,2466969047.4535756,1852899397.1237056,224920929.5051017,87700375.18938154,225434575.4938908,363528324.388496,640629902.1186996,1542226831.334672,2380675595.4894204,204206141.4746034,442718361.2856822,646924502.7602856,242114760.46618068,0.015642699118332604,0,0.05504683958675773,5
Aviation Peer 3 (matched to Kingfisher Airlines),KFAIRLINES_PEER3,Aviation,2009,0,0,2623884137.9531584,1670872253.602885,284594425.38045186,78495636.07689857,454890346.44649446,427810737.94823265,695576664.1159582,1719687843.17237,2789748999.8801355,264591867.6932776,420819419.0027818,685411286.6960595,442204887.19762397,0.029955393281626823,0,0.04351318984057484,2
Aviation Peer 3 (matched to Kingfisher Airlines),KFAIRLINES_PEER3,Aviation,2010,0,0,2866130565.7592854,1957179612.5385263,288239942.6191547,96584193.51090574,377878220.1000332,437021616.1920262,697376227.7003727,1914585006.7555056,3107999516.9760685,390888857.792313,538447372.6834677,929336230.4757807,346796597.5135042,0.025411308382180406,0,0.00862078796326693,0
Aviation Peer 3 (matched to Kingfisher Airlines),KFAIRLINES_PEER3,Aviation,2011,0,0,3160390738.8286004,2203779072.6123037,442197996.57850003,85257882.82844597,252292437.3599537,484599378.3848848,790865844.0744324,2130042093.899601,3282246773.9881134,334827283.32573605,529412309.8590194,864239593.1847554,230786871.34079123,0.033225043315231226,0,0.08309737947152585,2
PC Jeweller,PCJEWELLER,Jewellery Retail,2014,1,0,3675159759.5121026,2568589653.507571,291688641.4336985,114145202.68595213,503203938.6221453,675841609.8779242,1059340151.1174173,2205095855.7072616,3811760120.7312512,433646972.1142335,740563590.1004485,1174210562.214682,482355395.5267987,0.028479587434637,0,0.11888681181373723,1
PC Jeweller,PCJEWELLER,Jewellery Retail,2015,1,0,4015739364.013336,2712794649.455364,425526460.6718613,135851568.23336703,476011969.8028724,820065450.063034,1211834244.9715974,2472035699.5791464,4022090353.0523486,437870362.6339705,1052153725.2999734,1490024087.9339437,473273064.9802592,0.022489135986750296,0,0.10043341779774195,3
PC Jeweller,PCJEWELLER,Jewellery Retail,2016,1,0,4510116470.086901,2992319056.3419394,624148133.7510965,169618725.47474527,505329743.45249796,693915057.7992285,1090673538.5614367,2771702594.0708656,4769825228.515286,560716141.8422832,1145922027.1526592,1706638168.9949424,485065617.05885834,0.014134843490800356,0,0.050549144629120066,6
PC Jeweller,PCJEWELLER,Jewellery Retail,2017,1,1,5302359038.381255,3555138334.4342213,432582563.1036659,137763789.11683938,810340662.7110342,952645481.5182228,1364859712.9930632,3110434477.100898,5387082513.826255,806924715.8726637,1223517014.8232765,2030441730.6959403,471267634.2556178,0.02680887943595956,0,0.10411759648958678,0
PC Jeweller,PCJEWELLER,Jewellery Retail,2018,1,1,5924395889.260727,4005508028.169483,389168451.68563426,189761643.74292397,984514421.7123754,1299815108.6359167,1698421281.0848,3478163420.673501,6604721271.0082445,843267310.740779,1731220110.7436824,2574487421.4844613,212916532.3891476,0.06724908802740355,1,0.14865726557269018,19
Jewellery Retail Peer 1 (matched to PC Jeweller),PCJEWELLER_PEER1,Jewellery Retail,2014,0,0,1759375939.4186003,1236199236.9797559,218328233.09068477,63152399.778765716,153507301.13110137,274585858.44733226,479629610.8170943,1055625563.6511601,1728916162.8840134,152431113.90697986,416990453.80039346,569421567.7073734,138427010.20232657,0.01607773987079717,0,0.0,0
Jewellery Retail Peer 1 (matched to PC Jeweller),PCJEWELLER_PEER1,Jewellery Retail,2015,0,0,1818224972.0024495,1273170251.832874,252019721.7228556,47535399.423026375,187283985.98353773,266075704.0841458,503803439.11953354,1178205579.1608174,1966277227.9690638,198112893.69125926,378003708.4366158,576116602.1278751,198192507.71884745,0.03466202819625682,0,0.009160341036487205,1
Jewellery Retail Peer 1 (matched to PC Jeweller),PCJEWELLER_PEER1,Jewellery Retail,2016,0,0,2093743506.005,1459957496.0299702,209950544.18548438,62229354.093312636,245988394.89699045,385559727.2010897,581148477.00299,1318238921.835892,2200010034.573194,279066374.590962,375630983.9268514,654697358.5178134,245272866.83996528,0.01912093512630785,0,0.0015300711130689648,0
Jewellery Retail Peer 1 (matched to PC Jeweller),PCJEWELLER_PEER1,Jewellery Retail,2017,0,0,2278513623.053922,1496045247.56978,266293465.34314564,87043254.43951553,280788646.9275617,473597109.8678492,653263070.122203,1471711770.6436648,2337025998.462429,332051897.59496456,370791480.939032,702843378.5339966,266284085.6243693,0.014140817895484152,0,0.06340813904776581,0
Jewellery Retail Peer 1 (matched to PC Jeweller),PCJEWELLER_PEER1,Jewellery Retail,2018,0,0,2657778320.740553,1874792050.456639,342843586.9540421,66334042.12946766,241105003.02387315,349295037.6099664,592611401.2985551,1648752039.8000023,2649502235.2596283,297695148.1882952,493949815.8209495,791644964.0092447,228665881.4787505,0.013442565375676861,0,0.08455312829334385,6
Jewellery Retail Peer 2 (matched to PC Jeweller),PCJEWELLER_PEER2,Jewellery Retail,2014,0,0,1306567199.957377,894659103.7245811,110446358.62815987,42162895.003583975,192307220.0549567,235068027.60936996,347691101.0001083,783940319.9744262,1269387798.7656195,160477000.1880231,142395053.84656304,302872054.03458613,179003083.29706264,0.03286842262645503,0,0.0,0
Jewellery Retail Peer 2 (matched to PC Jeweller),PCJEWELLER_PEER2,Jewellery Retail,2015,0,0,1475647355.7417326,1078640618.6275995,175208927.01803958,41571075.633806005,135162268.49137887,250720541.1834081,402583256.5231292,881240897.3607455,1522579311.663332,151638043.02272367,369774399.83611184,521412442.8588355,116379641.14025044,0.02835376993902231,0,0.10930712510594155,2
Jewellery Retail Peer 2 (matched to PC Jeweller),PCJEWELLER_PEER2,Jewellery Retail,2016,0,0,1623824948.0010233,1145261638.439897,207859658.08102778,25481723.84736721,170456927.93924928,258167767.81912056,443495965.03956985,988869371.6816192,1672296729.7161844,157829066.96588326,322635984.7435162,480465051.70939946,162855305.5648361,0.02114933911581013,0,0.0580959683642534,5
Jewellery Retail Peer 2 (matched to PC Jeweller),PCJEWELLER_PEER2,Jewellery Retail,2017,0,0,1826185191.0432231,1337828640.2616222,225559454.34734252,66563808.296814084,116419210.04921216,270809439.5377509,439888242.35625875,1109844712.384229,1774090351.503522,212949602.80232814,518145761.3110274,731095364.1133555,98821930.84191224,0.008303899975211726,0,0.0,7
Jewellery Retail Peer 2 (matched to PC Jeweller),PCJEWELLER_PEER2,Jewellery Retail,2018,0,0,2141441697.750857,1528711394.143474,255874912.67170963,59930570.00638756,187887748.5293464,447914378.8512109,721679322.9543108,1250212138.6432989,2238312218.0019684,284707847.46370095,354602064.5200925,639309911.9837935,151792743.80502248,0.030195109176646296,0,0.10800464233217755,5
Jewellery Retail Peer 3 (matched to PC Jeweller),PCJEWELLER_PEER3,Jewellery Retail,2014,0,0,913285903.3167043,683660396.4148301,111674320.58895156,32325798.56478705,53098065.588173404,152181591.6612192,257212178.67704162,547971541.9900225,966067494.1224971,96909402.08212751,115108903.03374115,212018305.11586866,48176853.927382275,0.028891273175270075,0,0.02289980482370145,0
Jewellery Retail Peer 3 (matched to PC Jeweller),PCJEWELLER_PEER3,Jewellery Retail,2015,0,0,1007654795.6063693,760417129.1200484,156239849.7397849,34389815.42109013,40672554.53772602,172847226.22052908,268688722.9286327,614793428.0300417,1029679839.7536223,112301829.8245314,341582939.8406432,453884769.6651746,40447755.80373609,0.015361995586485655,0,0.073274838708314,0
Jewellery Retail Peer 3 (matched to PC Jeweller),PCJEWELLER_PEER3,Jewellery Retail,2016,0,0,1148717017.352033,752254338.0355058,122658415.68226027,37339537.33856414,173399319.30380547,230698040.03697377,344273044.80273235,690673081.7385446,1187379778.1007152,127519456.78635961,325317740.09742314,452837196.88378274,163223739.0804445,0.01214203730617227,0,0.024185120156924575,5
